  0.696  0.002 0.1550E-05 0.5510E-08 0.1072E-05 0.3830E-08 0.6997E-08 0.1881E-09
  0.706  0.003 0.1535E-05 0.5463E-08 0.1076E-05 0.3845E-08 0.7155E-08 0.2419E-09
  0.699  0.002 0.1544E-05 0.5488E-08 0.1072E-05 0.3832E-08 0.7204E-08 0.2854E-09
