  0.700  0.003 0.5944E-04 0.2330E-06 0.4145E-04 0.1631E-06 0.1353E-06 0.6502E-08
  0.700  0.003 0.5933E-04 0.2331E-06 0.4139E-04 0.1628E-06 0.1526E-06 0.1245E-07
  0.707  0.003 0.5920E-04 0.2327E-06 0.4171E-04 0.1639E-06 0.1353E-06 0.7195E-08
