  0.726  0.001 0.2893     0.4952E-03 0.2092     0.3623E-03 0.8058E-03 0.4004E-04
  0.728  0.001 0.2893     0.4949E-03 0.2098     0.3630E-03 0.7468E-03 0.2549E-04
  0.726  0.001 0.2901     0.4965E-03 0.2098     0.3635E-03 0.7635E-03 0.3688E-04
