  2.509  0.005  13.41     0.1016E-01  13.40     0.1017E-01  20.23     0.2251E-01
  2.510  0.005  13.39     0.1016E-01  13.38     0.1014E-01  20.24     0.2253E-01
  2.512  0.005  13.39     0.1016E-01  13.39     0.1015E-01  20.25     0.2251E-01
