  0.702  0.001 0.1914E-02 0.1772E-05 0.1339E-02 0.1245E-05 0.5173E-05 0.8475E-07
  0.703  0.001 0.1914E-02 0.1770E-05 0.1341E-02 0.1246E-05 0.5108E-05 0.7496E-07
  0.703  0.001 0.1914E-02 0.1770E-05 0.1341E-02 0.1246E-05 0.5278E-05 0.9295E-07
