  2.459  1.735  95.94      23.21      82.18      7.272      153.8      62.62    
  6.086 18.586  68.98      3.558      65.79      2.451      354.0      207.9    
  2.489  0.724  73.65      5.263      66.05      3.798      117.2      19.82    
