  0.700  0.003 0.2014E-05 0.7721E-08 0.1404E-05 0.5395E-08 0.4965E-08 0.2990E-09
  0.702  0.003 0.2017E-05 0.7733E-08 0.1410E-05 0.5429E-08 0.5412E-08 0.3741E-09
  0.702  0.003 0.2016E-05 0.7743E-08 0.1409E-05 0.5407E-08 0.5851E-08 0.4309E-09
