  0.729  0.001 0.4051E-01 0.6630E-04 0.2939E-01 0.4870E-04 0.1592E-03 0.6221E-05
  0.732  0.001 0.4052E-01 0.6629E-04 0.2950E-01 0.4886E-04 0.1749E-03 0.2223E-04
  0.731  0.001 0.4043E-01 0.6620E-04 0.2940E-01 0.4875E-04 0.1619E-03 0.9539E-05
