  0.726  0.001 0.5751     0.9502E-03 0.4161     0.6942E-03 0.1471E-02 0.5361E-04
  0.728  0.001 0.5740     0.9467E-03 0.4166     0.6960E-03 0.1492E-02 0.9442E-04
  0.726  0.001 0.5757     0.9501E-03 0.4165     0.6966E-03 0.1437E-02 0.9653E-04
