  0.729  0.002  11.82     0.2454E-01  8.594     0.1808E-01 0.2591E-01 0.2474E-02
  0.732  0.002  11.83     0.2460E-01  8.640     0.1816E-01 0.2288E-01 0.7877E-03
  0.731  0.002  11.83     0.2464E-01  8.625     0.1811E-01 0.2232E-01 0.7276E-03
