  0.728  0.001 0.2208E-01 0.4151E-04 0.1597E-01 0.3028E-04 0.1115E-03 0.4117E-05
  0.730  0.001 0.2202E-01 0.4134E-04 0.1597E-01 0.3030E-04 0.1126E-03 0.7081E-05
  0.731  0.001 0.2200E-01 0.4144E-04 0.1598E-01 0.3032E-04 0.1107E-03 0.4664E-05
