  0.727  0.002  12.61     0.2622E-01  9.137     0.1925E-01 0.2649E-01 0.2036E-02
  0.730  0.002  12.61     0.2627E-01  9.183     0.1933E-01 0.2392E-01 0.8484E-03
  0.729  0.002  12.62     0.2629E-01  9.173     0.1928E-01 0.2444E-01 0.8187E-03
