  0.700  0.001 0.3092E-03 0.4044E-06 0.2155E-03 0.2830E-06 0.8614E-06 0.1804E-07
  0.701  0.001 0.3088E-03 0.4043E-06 0.2156E-03 0.2832E-06 0.8110E-06 0.1306E-07
  0.701  0.001 0.3088E-03 0.4046E-06 0.2156E-03 0.2831E-06 0.8938E-06 0.2566E-07
