  0.727  0.001 0.2530     0.4286E-03 0.1833     0.3140E-03 0.7142E-03 0.3065E-04
  0.728  0.001 0.2530     0.4279E-03 0.1835     0.3143E-03 0.6862E-03 0.2841E-04
  0.727  0.001 0.2535     0.4290E-03 0.1837     0.3142E-03 0.7080E-03 0.3157E-04
