  0.703  0.001 0.2570E-02 0.2114E-05 0.1801E-02 0.1488E-05 0.6843E-05 0.1007E-06
  0.705  0.001 0.2569E-02 0.2111E-05 0.1803E-02 0.1490E-05 0.7087E-05 0.1515E-06
  0.705  0.001 0.2568E-02 0.2111E-05 0.1803E-02 0.1489E-05 0.6942E-05 0.1264E-06
