  0.726  0.001 0.1754     0.2811E-03 0.1268     0.2057E-03 0.4634E-03 0.1536E-04
  0.729  0.001 0.1747     0.2802E-03 0.1268     0.2057E-03 0.4874E-03 0.2413E-04
  0.731  0.001 0.1745     0.2798E-03 0.1270     0.2059E-03 0.5937E-03 0.1192E-03
