  0.730  0.001 0.2374     0.4024E-03 0.1727     0.2956E-03 0.6929E-03 0.3154E-04
  0.730  0.001 0.2371     0.4013E-03 0.1725     0.2956E-03 0.6407E-03 0.4116E-04
  0.729  0.001 0.2375     0.4019E-03 0.1725     0.2954E-03 0.6510E-03 0.2777E-04
