  0.705  0.001 0.5098E-03 0.4152E-06 0.3578E-03 0.2930E-06 0.1545E-05 0.3243E-07
  0.703  0.001 0.5104E-03 0.4159E-06 0.3575E-03 0.2929E-06 0.1513E-05 0.2647E-07
  0.705  0.001 0.5096E-03 0.4149E-06 0.3577E-03 0.2932E-06 0.1481E-05 0.2442E-07
