  0.729  0.001 0.2711     0.4645E-03 0.1968     0.3408E-03 0.7730E-03 0.3744E-04
  0.730  0.001 0.2712     0.4640E-03 0.1972     0.3414E-03 0.6678E-03 0.1954E-04
  0.728  0.001 0.2719     0.4657E-03 0.1973     0.3418E-03 0.6885E-03 0.3180E-04
