  0.728  0.001 0.3150     0.5115E-03 0.2283     0.3752E-03 0.8200E-03 0.4620E-04
  0.731  0.001 0.3147     0.5114E-03 0.2293     0.3766E-03 0.8683E-03 0.3820E-04
  0.728  0.001 0.3151     0.5119E-03 0.2287     0.3756E-03 0.8130E-03 0.2892E-04
